Beginning of text file
Serial, 47000000, 15.54
Threaded, 47000000, 8.39
Serial, 48000000, 15.71
Threaded, 48000000, 8.52
Serial, 49000000, 16.41
Threaded, 49000000, 8.82
Serial, 50000000, 16.60
Threaded, 50000000, 9.10
Serial, 51000000, 16.48
Threaded, 51000000, 9.19
Serial, 52000000, 17.33
Threaded, 52000000, 9.42
Serial, 53000000, 16.91
Threaded, 53000000, 9.05
Serial, 54000000, 16.84
Threaded, 54000000, 8.93
Serial, 55000000, 17.03
Threaded, 55000000, 9.24
Serial, 56000000, 17.60
Threaded, 56000000, 9.43
Serial, 57000000, 17.54
Threaded, 57000000, 9.49
Serial, 58000000, 18.35
Threaded, 58000000, 9.91
Serial, 59000000, 18.69
Threaded, 59000000, 9.91
Serial, 60000000, 18.71
Threaded, 60000000, 10.27
Serial, 61000000, 19.03
Threaded, 61000000, 10.20
Serial, 62000000, 19.63
Threaded, 62000000, 10.54
Serial, 63000000, 20.11
Threaded, 63000000, 10.53
Serial, 64000000, 20.19
Threaded, 64000000, 10.58
Serial, 65000000, 20.37
Threaded, 65000000, 11.42
Serial, 66000000, 20.74
Threaded, 66000000, 11.15
Serial, 67000000, 21.27
Threaded, 67000000, 11.63
Serial, 68000000, 21.82
Threaded, 68000000, 11.99
Serial, 69000000, 22.17
Threaded, 69000000, 11.93
Serial, 70000000, 22.19
Threaded, 70000000, 12.19
Serial, 71000000, 22.86
Threaded, 71000000, 12.20
Serial, 72000000, 22.96
Threaded, 72000000, 12.60
Serial, 73000000, 23.24
Threaded, 73000000, 12.38
Serial, 74000000, 23.66
Threaded, 74000000, 12.89
Serial, 75000000, 24.17
Threaded, 75000000, 12.85
Serial, 76000000, 24.69
Threaded, 76000000, 13.11
Serial, 77000000, 24.74
Threaded, 77000000, 13.37
Serial, 78000000, 25.27
Threaded, 78000000, 13.79
Serial, 79000000, 25.89
Threaded, 79000000, 14.02
Serial, 80000000, 26.12
Threaded, 80000000, 14.07
Serial, 81000000, 26.36
Threaded, 81000000, 14.54
Serial, 82000000, 26.54
Threaded, 82000000, 14.62
Serial, 83000000, 27.44
Threaded, 83000000, 14.65
Serial, 84000000, 27.72
Threaded, 84000000, 14.97
Serial, 85000000, 28.82
Threaded, 85000000, 15.14
Serial, 86000000, 28.15
Threaded, 86000000, 15.22
Serial, 87000000, 28.96
Threaded, 87000000, 15.30
Serial, 88000000, 29.36
Threaded, 88000000, 15.58
Serial, 89000000, 29.64
Threaded, 89000000, 15.81
Serial, 90000000, 30.03
Threaded, 90000000, 16.23
Serial, 91000000, 30.24
Threaded, 91000000, 16.48
Serial, 92000000, 31.00
Threaded, 92000000, 16.71
Serial, 93000000, 31.48
Threaded, 93000000, 17.12
Serial, 94000000, 31.69
Threaded, 94000000, 17.19
Serial, 95000000, 32.44
Threaded, 95000000, 17.31
Serial, 96000000, 32.33
Threaded, 96000000, 17.57
Serial, 97000000, 33.40
Threaded, 97000000, 17.34
Serial, 98000000, 33.26
Threaded, 98000000, 17.83
Serial, 99000000, 33.14
Threaded, 99000000, 18.11
Serial, 100000000, 33.63
Threaded, 100000000, 18.17
